index,title,director,cast,genres,Release Month,Release Date,Highest Grosser By Year(in crores)
1382,Hamari Betiyan,Rama Choudhry,"mubarak,vyas,jilloobai,kumar,rose,baba,pramila",social,,,
1383,Hind Mahila,Premankur Atorthy,"master,modak,hafisji,shahu,pandit,rattan,vithal,sudhabala,raja,bai",social,,,
1384,Honhar,Gajanan Jagirdar,"jagirdar,modak,shahu,rajkumari,mehar,leela,sultana,mishra,gajanan",devotional,,,
1385,Hoor-E-Samundar,Dhirubhai Desai,"kantilal,ansuya,ashiq,sultana,hussain",unknown,,,
1386,Hriday Manthan,Jaddanbai,"urmila,baby,siddiqui,ashiq,devi,shahzadi,jaddanbai,hussain,nargis,yusuf",social,,,
1387,Jagran,M. Bhavnani,"tuli,rama,nayampalli,abu,ghosh,puri,yagnik,narottam,vyas,l,rao,shivrani,prabha,bakar,devi,enakshi,s,navin,narendranath,gyani",social,,,
1388,Jai Bharat,Homi Master,"jal,atish,husn,bismillah,master,mansur,mohammed,sayani,gulshan,banu,sardar,khambatta",action,,,
1389,Janbaz Malika,N. G. Bulchandani,"prem,kapoor,nimbalkar,kumari,anwaribai,hamida,rampyari,a,azurie,p,r,banu,kabuli,akhtari",costume,,,
1390,Janmabhoomi,Franz Osten,"n,chandraprabha,joshi,mumtaz,pithavala,ali,prasad,devika,kumar,zaverbhai,kaiser,p,kamta,khosla,rani,m,f,pramila,ashok",social,,,
1391,Jate Sharif,Homi Master,"poonawala,jamshedji,sayed,heera,rasool,ahmed,rustom,ghulam,jumuna",action,,,
1392,Jeevan Lata,Sarvottam Badami,"sabita,bhudo,raza,advani,pande,sushila,prasad,sankatha,mehdi,devi,gulzar,motilal",social,,,
1393,Jeevan Naiya,Franz Osten,"kumari,anwaribai,chandraprabha,mumtaz,pithavala,sumita,ali,prasad,devika,kumar,p,kusum,kamta,devi,rani,f,pramila,ashok",unknown,,,
1394,Jungle Queen,Nandlal Jaswantlal,"jamshedji,d,rasool,ahmed,sulochana,jilloobai,billimoria,lakshmi,ghulam,myers,syed,ruby",action,,,
1395,Jwalamukhi,D. N. Madhok,"charlie,ishwarlal,shanta,padma,devi,bhupatrai,ghory,khatoon",social,,,
1396,Kadakti Bijli,G. R. Sethi,"rajkumari,chanda,radha,bashir,rani,kabuli",action,,,
1397,Karodpati aka. Millionaire,Hemchandra Chunder,"molina,devbala,nawab,sardar,kapoor,pahari,l,rajkumari,sanyal,jagdish,saigal,kidar,akhtar,nemo,sethi,amar,durgadas,sharma,bannerjee,mullick,k,trilok","social,drama",,,
1398,Khooni Kaun,G. R. Sethi,"b,a,r,jawahar,devi,kanan,kabuli,khatoon,roy",suspense,,,
1399,Khyber Pass,Gul Hamid,"pahelwan,khan,indubala,hamid,gul,mazhar,patience,devi,cooper,purnima,lalita,hasndid",action,,,
1400,Kimiagar aka. Museum,Nagendra Majumdar,"jani,khursheed,kitty,nissar,babu,shakir,william",action,,,
1401,Lagna Bandhan,K. P. Ghose,"sabita,pesi,bhudo,raza,advani,prasad,sankatha,mehdi,azurie,aruna,ansari,devi,patel,gulzar,motilal,leelavati",social,,,
1402,Laheri Lala,Jayant Desai,"charlie,ishwarlal,madhuri,apte,dixit,billimoria,keki,adjania,ram,e,ghory,khatoon",action,,,
1403,Lal Punja,K. B. Desai,"dhulia,manjri,razaq,ali,shiraz,bachcha,sandow,subhash",costume,,,
1404,Laylo Nehar,R. J. Ashar,"rasool,ahmed,dulari,zubeida,ghulam,ghaznavi,rafique,syed",costume,,,
1405,Maa,Prafulla Ghosh,"jal,rashbihari,kumari,merchant,master,manorama,zubeida,mohammed,ishaq,sr,vrajmohan,devi,kanan,kusum,bose",social,,,
1406,Maa Ki Mamta,J. J. Madan,"kumari,angurbala,surajram,anwaribai,rajmani,phool,akar,maneklal,lakshman",social,,,
1407,Madam Fashion,Jaddanbai,"baby,yusuf,p,ansari,ashiq,misra,jaddanbai,hussain,nargis,bose",social,,,
1408,Mahamaya,Gunjal,"sayed,khan,asooji,alidadan,kumar,mohammed,jilloobai,ghulam,lalita,pramila",social,,,
1409,Mamta And Miya Biwi,Franz Osten,"kashyap,pithavala,prasad,devika,prabha,p,sunita,kamta,devi,chandra,rani,s,najmul,f,hussain,j",social,,,
1410,Manmohan,Mehboob Khan,"pesi,bhudo,advani,pande,ali,zia,mehdi,raja,ashalata,bibbo,patel,kayam,sarhadi,surendra,kashmiri,yakub",social,,,
1411,Manzil,P. C. Barua,"kapoor,chatto,molina,boken,pahari,c,bikram,barua,prithviraj,p,jamuna,sanyal,devi,k,nemo,sitara,dey,shore","social,family,drama",,,
1412,Mard Ka Bachcha,M. Udwadia,"sehgal,zohra,amir,fakir,mohammed,kumar,aruna,jay,devi,m,hussain",action,,,
1413,Mastana Mashooq,A. M. Khan,"himmatlal,bulbule,master,joshi,dave,ata,bibijan,samson,kantilal,mohamed,ansuya,p,r,yashwant,nissar,fazlu",action,,,
1414,Matlabi Duniya,Jayant Desai,"kamala,kumari,charlie,ishwarlal,madhuri,apte,shanta,raja,dixit,charubala,ram,ghory,khatoon,sandow",social,,,
1415,Matwali Jogan,K. Amarnath,"pokhraj,ermeline,shahani,vimla,rajkumari,azurie,nazir,rajinder,putlibai,miss,s,singh",devotional,,,
1416,Maya,P. C. Barua,"babulal,pahari,c,nawab,dey,bandhopadhay,azurie,lakshmi,jamuna,sanyal,chatterjee,devi,nemo,k,sitara,nani,mukherjee,boken,raj,indu","social,romance",,,
1417,Miss Frontier Mail,Homi Wadia,"jal,atish,nadia,khambhata,manchi,mansur,jaidev,minoo,gulshan,thoothi,fearless,sayani,cooper,john,cawas,sardar","adventure,action",,,
1418,Mohabbat Ka Toofan,Fram Sethna,"mohan,master,patience,dalsukh,cooper,shivlal",action,,,
1419,Mr. and Mrs. Bombay,Nanubhai Vakil,"jal,merchant,baby,noor,zubeida,ghulam,jehan,mustafa,hussain",action,,,
1420,Nari Raj aka. Miss Calcutta,Nanubhai Vakil,"jal,mushtaq,kumari,merchant,mubarak,baby,noor,jahanara,kajjan,hussain,ghulam,phool,jehan,rehman,abdur",costume,,,
1421,Nasib Ka Chakkar,Pesi Karani,"baby,yvonne,ishaq,mohammed,lakshmandas,rajmani,angurbla,maneklal,akhtari",social,,,
1422,Nazar Ka Shikar,A. P. Kapoor,"bakar,baburao,rajkumari,devi,marutirao,abu,khatoon,sitara",action,,,
1423,Noor-E-Wahadat,G. R. Sethi,"khan,mazhar,kishore,patience,azurie,nand,devi,cooper,purnima,lalita",costume,,,
1424,Pahadi Kanya,Harshadrai Mehta,"jal,shroff,sharifa,nadia,master,bismillah,mansur,boman,gulshan,mohammed,fearless,john,cawas,sardar,khambatta",action,,,
1425,Passing Show,Dwarka Khosla,"jahangir,luhar,lallubhai,ismail,jayant,padma,devi,shirin,m,umakant",action,,,
1426,Piya Ki Jogan,Hiren Bose,"manek,kumari,shaila,pramod,akhtar,d,krishna,ashalata,chandra,irani,agha,m,kashmiri,sardar,nirmal",social,,,
1427,Prabhu Ka Pyara,Chandulal Shah,"mamajiwala,adajania,gohar,ishwarlal,apte,raja,keki,billimoria,kanka,charubala,e,ram,khatoon,sandow",social,,,
1428,Pratima,Ram Daryani,"manek,amirbai,d,devaskar,karnataki,mehar,nazir,indukumari,afzal,omkar,banu,sardar,gope,akhtar",social,,,
1429,Prem Bandhan,"Ramnik Desai, C. N. Lala","amirbai,kale,panna,sharma,madhav,karnataki,putlibai,solanki,devi,gangadhar,sitara,benjamin,laxmi,sardar,devaskar,akhtar",unknown,,,
1430,Prem Ki Aag,M. L. Kapoor,"n,desa,d,haseena,a,begum,safdar,uppal,r,pranshankar,bhai,mukhtar,m,f,butt,akhtar","drama,romantic",,,
1431,Prem Ki Devi,Sorabji Kerawala,"ahmed,s,sabir,kerawala,ghulam,premlata,rani,imam,zahur,bandi",devotional,,,
1432,Prem Laksha,Fram Sethna,"kumari,mubarak,nawabbanu,bimla,dilara,hashmat,ghulam,hyderabadi,mustafa,hussain",social,,,
1433,Prem Ratri,Dwarka Khosla,"firoze,kumari,yasmin,shivdasani,d,shanta,nazir,dastur,hari,gidwani,gope,sarkari",costume,,,
1434,Pujarin,Prafulla Roy,"shyam,babulal,kidar,pahari,c,nawab,l,sharma,rajkumari,sanyal,k,chandra,laha,saigal,dey,kailash",social,,,
1435,Punjab Ka Sinha,Kanjibhai Rathod,"joshi,ebrahim,gulab,samson,kantilal,p,ansuya,ashiq,r,fazlu,hussain",action,,,
1436,Raiders Of The Railroad,H. S. Thakur,"kamala,usharani,kumari,prakash,h,sushila,mohammed,nazir,singh,vila,kailash",action,,,
1437,Raj Dulari,Ramnik Desai,"mohammed,jahanara,kajjan,khalil,sheela,hussain",costume,,,
1438,Raj Natee,Charu Roy,"nimbalkar,bina,verma,p,bashir,devi",costume,,,
1439,Raj Ramani,Jayant Desai,"mamajiwala,gohar,charlie,ishwarlal,madhuri,shanta,dixit,billimoria,keki,adjania,bhupatrai,e,ghory,rewashankar",costume,,,
1440,Rajput Ramani,K. Dhaiber,"buwa,tarkhud,apte,shanta,chhotu,pathak,mane,kelkar,saheb,nalini","costume,action,drama",,,
1441,Rangila Raja,Jayant Desai,"mamajiwala,gohar,charlie,ishwarlal,madhuri,dixit,billimoria,keki,adjania,charubala,bhupatrai,kesari,e,ghory,khatoon,rewashankar",costume,,,
1442,Romantic India,Mohan Sinha,"prem,shyam,khanjar,lily,munshi,adib,prasad,nurjahan,badri,snehlata,jeevan,radharani,sunder",costume,,,
1443,Said-e-Havas aka. Prey To Desire or Greed or King John,Sohrab Modi,"sarla,tarapore,ali,fakir,mohammed,kumar,sohrab,hussain,modi,chandra,devi,ghulam,gulzar,e,sadat,shama",drama,,,
1444,Sagar Ki Kanya,Hendry Dargwitch,"shankarrao,sultana,roshanara,hemprabha,shantaram,gulzar,m,f,butt",unknown,,,
1445,Sangdil Samaj,Ram Daryani,"kamla,shivdasani,kamlakar,varekar,ali,nazir,padma,devi,sadiq,hari,omkar,sardar,gope,akhtar",unknown,,,
1446,Sant Tukaram,"V. G. Damle, Sheikh Fattelal","vishnupant,master,b,pandit,pagnis,nandrekar,chhotu,bhagwat,damle,kulkarni,gauri,shankar,kusum","devotional,biopic",,,
1447,Sarala,Premankur Atorthy,"jamshedji,asooji,marathe,ahindra,hafisji,vyas,anant,chowdhary,kumar,jilloobai,baba,rattanbai,pramila",social,,,
1448,Shahu Chor,M. Udwadia,"sehgal,navinchandra,nagar,marathe,zohra,nurjahan,ram,brijmala,amritlal",action,,,
1449,Shahid-e-Mohabbat,"Homi Bode, Chandra Singh","sharif,kitchlu,sharma,mumtaz",social,,,
1450,Shan-E-Hind,R. S. Choudhary,"asooji,d,sulochana,mohammed,billimoria,ghulam,myers,jumuna,ruby",social,,,
1451,Shaitan Ka Pash aka. Kamala C.I.D.,Ezra Mir,"peerjan,khan,mazhar,kajjan,khalil,jehanara,mustafa",social,,,
1452,Sher Ka Panja,Dwarka Khosla,"firoze,shivdasani,yasmin,nazir,ashalata,dastur,hari,omkar,kashmiri,sardar,gope,akhtar",action,,,
1453,Sher-E-Kabul,Unknown,unknown,unknown,,,
1454,Shokhe Dilruba,J. P. Advani,"sharifa,yasmin,kamlakar,bibijan,nazir,saroj,khurshid",unknown,,,
1455,Sipah Silar,Mohammed Hussain,"panthaki,abbas,champaklal,kawasji,ghulam,mustafa,hussain",action,,,
1456,Sipahi Ki Sajni,Chandulal Shah,"mamajiwala,gohar,charlie,ram,ishwarlal,apte,shanta,dixit,billimoria,keki,adjania,bhupatrai,kesari,e,ghory,rewashankar","drama,romantic",,,
1457,Sita Haran,Kerewala? A. H. Essa?,"mehazabin,narmada,patience,cooper,shankar",religious,,,
1458,Snehlata,Balwant Bhatt,"lallubhai,gulab,rajkumari,jayant,writer,shirin,jai,panna,umakant",unknown,,,
1459,Struggle aka. Jeevan Sangram,Ezra Mir,"nawaz,ishwarlal,jahanara,kajjan,mohammed,ghulam,mahajabeen,mustafa,hussain,akhtar",social,,,
1460,Sultana Chand Bibi,A. R. Kabuli,"sharifa,sher,shakuntala,ali,fakir,kamlabai,mohammed,haroon,sadiq,kabuli","legend,historical",,,
1461,Sundari,Aspi Irani,"shroff,kamlesh,boman,ahmed,kumar,saed,sarojini,devi,ghaznavi,rafique,lalita,laxmi",costume,,,
1462,Sunehra Sansar,Debaki Bose,"khan,bedi,menka,kamla,n,mazhar,rampyari,gul,hamid,kumar,azurie,kishore,nazir,k,vijay,nand,jharia,singh",comedy,,,
1463,Tope Ka Gola,Balwant Bhatt,"basjir,lallubhai,ismail,gulab,qawwal,jayant,nurjahan,shirin,nazir,s,m,umakant,zahur",action,,,
1464,Zalzala,Sorabji Kerawala,"n,mehra,khan,anwaribai,ebrahim,peshawari,d,ali,akbar,s,sajid,a,rauf,champa,radha,kerawala,agha,m,hussain",action,,,
1465,Zan Mureed,A. H. Essa,"sharifa,aziz,amir,sushila,ali,kashinath,moti,sadiq,devi,sitara,mayuri,hussain",costume,,,
1466,Adarsh Mahila,Unknown,"aftab,quiser,leela,khalil,bashir,tara,noorjahan,mirza,desai",social,,,
1467,Aflatoon,Pesi Karani,"khalil,rose",action,,,
1468,Anath Ashram,Hemchandar Chunder,"kapoor,uma,devbala,manorama,nawab,kalyani,prithviraj,da,sashi,trilok,jagdish,nemo,sr,sethi,najmul,hussain","social,family,drama",,,
1469,Asiai Sitara,Haribhai Desai,"vasantrao,jenabai,master,dhulia,krishnaswamy,pawar,veena,vithal,mystic,devi,ibrahim,the,minoo,pehalwan",action,,,
1470,Atma Tarang,F. R. Irani,"pahelwan,tarapore,vasant,puri,l,s,sohrab,prabha,modi,devi,firoz,dastur,gulzar,e",social,,,
1471,Aurat Ki Zindagi,F. R. Irani,"jal,jani,merchant,rashid,zubeida,agha,mustafa",social,,,
1472,Badhe Chalo,Mohan Sinha,"ratanlal,sarla,khanjar,dar,prasad,fakir,chand,k,badri,o,jeevan,radharani",social,,,
1473,Banke Sipahi,R. N. Vaidya,"shahjahan,bulbule,tuthi,manchi,baburao,samson,kesari","costume,action",,,
1474,Begunah,Gajanan Jagirdar,"modak,rajani,panna,shahu,baburao,devi,sitara,pendharkar,altekar",social,,,
1475,Bharat Ka Jiwan,M. D. Shah,"pokhraj,alam,miss,nurjahan,putlibai,ghulam,s,patehsingh,hussain",action,,,
1476,Bismil Ki Arzoo,B. S. Hijle,"ramola,tarabai,ahmed,rafi,mirza,sardar,akhtar",action,,,
1477,Bulldog,Dwarka Khosla,"effendi,indubala,devaskar,ramlal,ashalata,kashmiri,gope,yusuf",action,,,
1478,Calcutta After Midnight,A. R. Kabuli,"sehgal,sher,brijrani,ramola,zohra,ali,shiraz,a,r,devi,ghulam,sitara,qadir,kabuli","suspense,drama",,,
1479,Capt. Kirti Kumar,C. M. Luhar,"pesi,bhudo,kumari,marathe,advani,h,prasad,sankatha,krishna,bibbo,patel,v,ram,motilal,desai,yakub",action,,,
1480,Chabuk Sawar,M. Udwadia,"nagar,gohar,joshi,karnataki,kumar,nurjahan,p,vijay,sheelprabha,bhim,r,brijmala,amritlal",action,,,
1481,Challenge,Balwant Bhatt,"lallubhai,jahangir,ismail,pawar,gulab,rajkumari,shirin,m,lalita,jayant,zahur",action,,,
1482,Chevrolet 1936,G. P. Pawar,"sohni,b,kale,pawar,bhagwan,madhav,varne,v,mehta,lalita",action,,,
1483,Danger Signal,K. Amarnath,"masiah,kumar,nazir,takle,lalita",action,,,
1484,Daulat,S. M. Yusuf,"nawaz,shah,chandrarao,khatoon,s,harishchandra,mehar,usha,agha,sadiq,rani,sultana,m,brijmala,kadam",social,,,
1485,Dhanwan,Premankur Atorthy,"khan,jamshedji,hafizji,w,m,rattanbai",social,,,
1486,Dharamaveer,Master Vinayak,"javdekar,master,wadkar,baburao,vinayak,datar,indira,ratnaprabha,pendharkar",social,,,
1487,Dil Faroshi,D. N. Madhok,"malti,charlie,ishwarlal,apte,dilip,ram,khatoon",action,,,
1488,Do Auratein aka. Two Women,Moti Gidwani,"sayed,vyas,ahmed,mohammed,padma,rose,devi,ghaznavi,ghulam,rafique,baba,laxmi",social,,,
1489,Dukhiyari,Manibhai Vyas,"amirbai,karnataki,begum,kokila,nazir,s,firoza,devaskar,gupte,madhukar",social,,,
1490,Duniya Na Mane,V. Shantaram,"master,paranjpye,shakuntala,vimla,apte,shanta,raja,keshavrao,chhotu,vasanti,karmarkar,vashishta,nene,gauri,date","social,drama",,,
1491,Fakhr-E-Islam,"Nanubhai Vakil, Safdar Mirza","khatoon,patience,sabir,nurjahan,cooper,rashida,indu,gulam",costume,,,
1492,Gangavataran,Dada Phalke,"khan,deshpande,bahadur,anusuya,bhosle,shankarrao,ahmed,shanta,hublikar,chitnis,bhagwat,suresh,barchi,ibrahim,despande,dongre,kusum",devotional,,,
1493,Gentleman Daku,Ram Daryani,"amirbai,manek,effendi,karnataki,chitnis,leela,kokila,ramlal,majid,omkar,gope,yusuf",action,,,
1494,Gulbadan,K. Rathod,"himmatlal,pokhraj,bulbule,gulab,samson,mehar,kantilal,ansuya,ashiq,miss,sultana,fazlu,hussain",legend,,,
1495,Guru Ghantal,Kikubhai Desai,unknown,"costume,action",,,
1496,His Highness,Balwant Bhatt,"lallubhai,jahangir,ismail,gulab,jayant,shirin,ahur,m,umakant,sardar,akhtar",action,,,
1497,Hurricane Hansa,R. N. Vaidya,"shroff,atish,husn,nadia,master,dalpat,chotu,mansur,boman,minoo,mohammed,fearless,sayani,cooper,john,banu,cawas,sardar",action,,,
1498,Iman Farosh,B. S. Rajhans,"khursheed,bibijan,prabhashankar,zebunissa,shakir,balabhai",action,,,
1499,Insaaf,J. P. Advani,"prem,amirbai,kumari,effendi,devaskar,indurani,karnataki,leela,chitnis,ramlal,ashalata,omkar,kashmiri,gope,yusuf",social,,,
1500,Izzat,Franz Osten,"kumari,mumtaz,amir,ali,vimla,devika,kumar,prasad,manohar,kamta,ghatwal,p,nazir,rani,m,f,pithawala,ashok","costume,drama",,,
1501,Jagat Kesari,Homi Master,"sayed,jamshedji,rasool,ahmed,sulochana,mohammed,dinshaw,billimoria,lakshmi,jilloobai,sr,ghulam,myers,jumuna,ruby",costume,,,
1502,Jagirdar,Mehboob Khan,"pesi,bhudo,marathe,advani,prasad,zia,sankatha,bibbo,maya,devi,patel,ram,surendra,motilal,yakub,sarhadi",social,,,
1503,Jawahir-e-Hind,Chunilal Parekh,"rama,tarabai,rao,sultan,alam,sashi,k,nurjahan,g",social,,,
1504,Jeevan Prabhat,Franz Osten,"chandraprabha,sahu,mumtaz,tarabai,ali,kishore,devika,vimla,renuka,prasad,kamta,p,saroj,maya,devi,rani,borkar,f,pithawala","social,family,drama",,,
1505,Jeevan Jyoti,M. R. Kapoor,"urmila,sunalini,firoza,shakuntala,l,gobind,begum,r,devi,ghulam,gulzar,ram,qadir,monge",social,,,
1506,Jeevan Swapna,Jaddanbai,"marutirao,shanta,a,anees,devi,sitara,mehtab,khatoon,hussain",social,,,
1507,Kal Ki Baat,R. S. Choudhry,"jani,babu,mubarak,bibijan,khote,zebunissa,rose,surendra,shakir,durga",costume,,,
1508,Kala Bhoot,A. M. Khan,"navinchandra,gohar,sofia,ali,karnataki,rajkumari,bashir,razak,bose","costume,suspense",,,
1509,Khan Bahadur,Sohrab Modi,"prem,sharifa,tarapore,adib,ali,sohrab,e,modi,sadiq,sheela,banu,naseem",social,,,
1510,Khudai Khidmatgar,Vithaldas Panchotia,"khan,shyam,sarla,fida,mazhar,rampyari,jaishankar,a,hussain,khalil,r,devi,v,radharani,sunder,pehalwan,panchotia",action,,,
1511,Khwab Ki Duniya,Vijay Bhatt,"marathe,lallubhai,umakant,ismail,madhav,shirin,zahur,banu,jayant,sardar,akhtar",fantasy,,,
1512,Kisan Kanya,M. Gidwani,"sayed,ahmed,mohammed,jilloobai,gani,padma,devi,ghulam,nissar",social,,,
1513,Kiski Pyari aka. Whose Love?,Akhtar Nawaz,"jal,nawaz,merchant,noor,bittanbai,zubeida,anees,khalil,ghulam,premlata,jehan,khatoon,hussain,akhtar,aghajan",social,,,
1514,Kokila,Sarvottam Badami,"sabita,shobhana,samarth,ali,sankatha,prasad,siddiqi,devi,maya,bannerji,sitara,kayam,motilal",social,,,
1515,Kuldeepak,A. M. Khan,"khan,gohar,shah,anwaribai,bibijan,karnataki,shiraz,ghaznavi,rafique,m,f,almas,garib","social,family,drama",,,
1516,Kulvadhu,Sarvottam Badami,"sabita,pesi,pande,devi,patel,jamu,gulzar,motilal",social,,,
1517,Lahiri Lutera,Nagendra Majumdar,"kumtekar,navinchandra,nagar,uma,sofia,roshan,vatsala,devi,bhim,marutirao,amritlal,bose",action,,,
1518,Mahageet,Hiren Bose,"pesi,bhudo,advani,hiren,prasad,sankatha,ali,siddiqui,bannerjee,ashalata,devi,maya,patel,sitara,kayam,surendra,kashmiri,gulzar,bose","social,romantic,musical",,,
1519,Mandir,Abdul Rashid Kardar,"pahelwan,nawaz,shah,dhiraj,bhattacharya,a,rajkumari,mahmood,r,agha,khatoon,anees,akhtar",devotional,,,
1520,Mere Lal,Gunjal,"khan,jamshedji,sayed,marathe,poonawala,mukhtar,rasool,ahmed,anant,jilloobai,rustom,ghulam,ghaznavi,w,ram,m,pramila,rafiqe",social,,,
1521,Meri Bhool,Shaily Ghosh,"nayampalli,yagnik,indurani,pawar,paresh,kokila,bannerjee,shivrani,leela,navin",social,,,
1522,Milap,Abdul Rashid Kardar,"kapoor,khan,kumari,devbala,pyari,mazhar,indira,prithviraj,bimla,esmail,devi,ram,m,yakub",costume,,,
1523,Mitti Ka Putla,Jayant Desai,"charlie,ishwarlal,madhuri,shanta,keki,billimoria,bawa,devi,bhupatrai,e,ghory,khatoon,anees",unknown,,,
1524,Modern Lady,Jyotish Mukherjee,"dulari,mohammed,hashmat,chandra,ram,hussain",action,,,
1525,Modern Youth,D. T. Shivdasani,"sarla,wadkar,nasir,yagnik,dina,hansa,nath,s,benjamin,navin",action,,,
1526,Moti Ka Haar,Jaddanbai,"anita,baby,l,santoshi,shamlal,p,ashiq,devi,mehtab,hussain,nargis",social,,,
1527,Mr. 420,Sorabji Kerawala,"anwaribai,indubala,akbar,nurjahan,kerawala,sorabji,manjar,abdulla",action,,,
1528,Mukti,P.C. Barua,"kapoor,sailen,prafulla,devbala,c,bikram,amar,nawab,barua,chowdhary,p,mullick,devi,kanan,menaka,sethi,jadish,pankaj,roy","social,family,drama",,,
1529,Naujawan,Aspi Irani,"husn,harishchandra,rao,mystic,miya,the,gulshan,banu,minoo,allavally",action,,,
1530,New Searchlight,Homi Master,"poonawala,jamshedji,d,rasool,sulochana,jilloobai,mohammed,billimoria,rustom,ghulam",social,,,
1531,Nishan-e-Jung,A. R. Kabuli,"gulab,shiraz,moti,alam,haroon,zebunissa,s,kabuli,abdul,rehman",action,,,
1532,Parakh,Baburao Apte,"baby,wadkar,kale,noor,madhav,indira,rajkumari,nurjahan,ghatwai,m,jehan",action,,,
1533,Pardesi Pankhi,Chandulal Shah,"mamajiwala,gohar,charlie,ishwarlal,shanta,dixit,billimoria,bhupatrai,e,ghory,khatoon",action,,,
1534,Pratibha,Baburao Painter,"vishnupant,paranjpe,shyam,master,danve,aundhkar,heera,d,khote,keshavrao,raja,miss,hirabai,v,s,barodekar,jog,date,durga","costume,drama",,,
1535,Prem Kahani,Franz Osten,"ali,kumar,manohar,saroj,ghatwani,joshi,chandraprabha,mumtaz,p,maya,vimala,devi,madhurika,pithawala,ashok,n,prasad,kamta,borkar,m,f",social,,,
1536,Prem Yatra,Prafulla Roy,"mubarak,khursheed,musharraf,vidya,devi,wasti,ghaznavi,rafique,mirza,mayuri,leelavati",social,,,
1537,Premveer,Master Vinayak,"phiroze,b,d,vinayak,gharpure,pawar,pethkar,ashalata,s,salvi,kashmiri","comedy,romantic",,,
1538,President,Nitin Bose,"kapoor,kumari,devbala,bikram,kamlesh,nawab,l,leela,k,jagdish,sethi,saigal,desai",social,,,
1539,Punjab Lancers,"Homi Master, Narayan Devare","urmila,kanta,sayed,asooji,master,ebrahim,damodar,fatma,rasool,ahmed,begum,kapi,ghulam,nissar,laxmi,chemist,madhavlal",action,,,
1540,Qazzak Ki Ladki,Sultan Mirza,"sarla,sadiqe,d,rai,sushila,dattu,musharraf,p,mirza,bibbo,verman,iftekhar,surendra,kashmiri",costume,,,
1541,Sagar Ka Sher,Yakub,"pesi,marathe,pande,ali,sankatha,prasad,mehdi,raja,zaverbhai,bibbo,patel,kayam,david,ram,yakub",unknown,,,
1542,Samaj Patan,Prafulla Roy,"kapoor,devbala,choudhury,ahindra,indubala,d,p,r,sarkari",social,,,
1543,Saqi,J. P. Advani,"jena,kamalakar,khursheed,jairaj,kashinath,p,hari,shivdasani",action,,,
1544,Sarojini,T. G. Lalwani,"sehgal,hamida,mubarak,zohra,prasad,moti,rajkumari,nurjahan,fatty,banu",social,,,
1545,Sati Pingala,D. K. Kale,"deshpande,wadkar,pandit,indira,raja,pathak,kelkar,kusum",devotional,,,
1546,Savitri,Franz Osten,"ali,kumar,saroj,chandraprabha,mumtaz,p,maya,rani,tarabai,devika,devi,pithawala,ashok,prasad,susheela,kamta,sunita,borkar,nazir,m,f","mythology,legend",,,
1547,Shadi Ka Mamla,Mamam Warerkar,"master,wadkar,baburao,chhotu,hansa,pendharkar",social,,,
1548,Shama Parwana,D. N. Madhok,"usharani,charlie,ishwarlal,madhuri,rai,dixit,dilip,nazir,bhupat,kesari",social,,,
1549,Sharafi Loot,D. N. Madhok,"charlie,ishwarlal,apte,dixit,bhupatrai,ram,ghory,khatoon",action,,,
1550,Sinhaldweep Ki Sundari,Kikubhai Desai,"navinchandra,gohar,mirajkar,mansur,ali,karnataki,meharunnisa,shahzadi,sardar,bacha",action,,,
1551,Swaraj Ke Sipahi,Mohan Singh,"shyam,khanjar,dhar,munshi,fakir,mohammed,k,o,snehlata,jeevan,radharani,sunder",action,,,
1552,Taranhar,Kikubhai Desai,"gohar,mansur,ali,karnataki,mehrunisa,nurjahan,ibrahim,bachcha,bose",action,,,
1553,Toofani Tarzan,Homi Wadia,"shroff,dalpat,dilawar,boman,chandrashekhar,gulshan,cawas,john,nazira","adventure,action",,,
1554,Toofani Khazana,G. K. Mehta,"urmila,nawaz,shah,dinkar,desa,jairaj,gulab,bahi,p,devi,aspi,yusuf",action,,,
